"GISJOIN","YEAR","REGIONA","DIVISIONA","STATE","STATEA","COUNTY","COUNTYA","COUSUBA","PLACEA","TRACTA","BLKGRPA","CONCITA","AIANHHA","RES_ONLYA","TRUSTA","AITSCEA","ANRCA","CBSAA","CSAA","METDIVA","NECTAA","CNECTAA","NECTADIVA","UAA","CDCURRA","SLDUA","SLDLA","SUBMCDA","SDELMA","SDSECA","SDUNIA","PUMA5A","BTTRA","BTBGA","NAME_E","JOIE001","NAME_M","JOIM001"
"G3100710","2006-2010",NA,NA,"Nebraska",31,"Garfield",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Garfield County, Nebraska",38709,"Garfield County, Nebraska",2931
"G3100730","2006-2010",NA,NA,"Nebraska",31,"Gosper",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gosper County, Nebraska",41442,"Gosper County, Nebraska",4754
"G3100750","2006-2010",NA,NA,"Nebraska",31,"Grant",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant County, Nebraska",39261,"Grant County, Nebraska",3920
"G3100770","2006-2010",NA,NA,"Nebraska",31,"Greeley",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greeley County, Nebraska",41181,"Greeley County, Nebraska",5240
"G3100790","2006-2010",NA,NA,"Nebraska",31,"Hall",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hall County, Nebraska",46138,"Hall County, Nebraska",1196
"G3100810","2006-2010",NA,NA,"Nebraska",31,"Hamilton",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamilton County, Nebraska",50702,"Hamilton County, Nebraska",3553
"G3100830","2006-2010",NA,NA,"Nebraska",31,"Harlan",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harlan County, Nebraska",44656,"Harlan County, Nebraska",3866
"G3100850","2006-2010",NA,NA,"Nebraska",31,"Hayes",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hayes County, Nebraska",45595,"Hayes County, Nebraska",3762
"G3100870","2006-2010",NA,NA,"Nebraska",31,"Hitchcock",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hitchcock County, Nebraska",35549,"Hitchcock County, Nebraska",2127
"G3100890","2006-2010",NA,NA,"Nebraska",31,"Holt",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holt County, Nebraska",43452,"Holt County, Nebraska",3635
"G3100910","2006-2010",NA,NA,"Nebraska",31,"Hooker",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hooker County, Nebraska",38750,"Hooker County, Nebraska",10421
"G3100930","2006-2010",NA,NA,"Nebraska",31,"Howard",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Howard County, Nebraska",45453,"Howard County, Nebraska",2255
"G3100950","2006-2010",NA,NA,"Nebraska",31,"Jefferson",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jefferson County, Nebraska",42665,"Jefferson County, Nebraska",4176
"G3100970","2006-2010",NA,NA,"Nebraska",31,"Johnson",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnson County, Nebraska",42083,"Johnson County, Nebraska",3405
"G3100990","2006-2010",NA,NA,"Nebraska",31,"Kearney",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kearney County, Nebraska",54518,"Kearney County, Nebraska",4121
"G3101010","2006-2010",NA,NA,"Nebraska",31,"Keith",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keith County, Nebraska",42898,"Keith County, Nebraska",3694
"G3101030","2006-2010",NA,NA,"Nebraska",31,"Keya Paha",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keya Paha County, Nebraska",32000,"Keya Paha County, Nebraska",5658
"G3101050","2006-2010",NA,NA,"Nebraska",31,"Kimball",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kimball County, Nebraska",42010,"Kimball County, Nebraska",5338
"G3101070","2006-2010",NA,NA,"Nebraska",31,"Knox",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Knox County, Nebraska",36798,"Knox County, Nebraska",2234
"G3101090","2006-2010",NA,NA,"Nebraska",31,"Lancaster",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster County, Nebraska",50849,"Lancaster County, Nebraska",599
"G3101110","2006-2010",NA,NA,"Nebraska",31,"Lincoln",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lincoln County, Nebraska",45181,"Lincoln County, Nebraska",2937
"G3101130","2006-2010",NA,NA,"Nebraska",31,"Logan",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logan County, Nebraska",45192,"Logan County, Nebraska",5006
"G3101150","2006-2010",NA,NA,"Nebraska",31,"Loup",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loup County, Nebraska",34219,"Loup County, Nebraska",6268
"G3101170","2006-2010",NA,NA,"Nebraska",31,"McPherson",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McPherson County, Nebraska",50625,"McPherson County, Nebraska",11646
"G3101190","2006-2010",NA,NA,"Nebraska",31,"Madison",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madison County, Nebraska",44089,"Madison County, Nebraska",2488
"G3101210","2006-2010",NA,NA,"Nebraska",31,"Merrick",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merrick County, Nebraska",46116,"Merrick County, Nebraska",2896
"G3101230","2006-2010",NA,NA,"Nebraska",31,"Morrill",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morrill County, Nebraska",37717,"Morrill County, Nebraska",4161
"G3101250","2006-2010",NA,NA,"Nebraska",31,"Nance",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nance County, Nebraska",41610,"Nance County, Nebraska",2537
"G3101270","2006-2010",NA,NA,"Nebraska",31,"Nemaha",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nemaha County, Nebraska",42534,"Nemaha County, Nebraska",4731
"G3101290","2006-2010",NA,NA,"Nebraska",31,"Nuckolls",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nuckolls County, Nebraska",31761,"Nuckolls County, Nebraska",2089
"G3101310","2006-2010",NA,NA,"Nebraska",31,"Otoe",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otoe County, Nebraska",47493,"Otoe County, Nebraska",4438
"G3101330","2006-2010",NA,NA,"Nebraska",31,"Pawnee",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pawnee County, Nebraska",41969,"Pawnee County, Nebraska",3195
"G3101350","2006-2010",NA,NA,"Nebraska",31,"Perkins",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perkins County, Nebraska",47000,"Perkins County, Nebraska",4988
"G3101370","2006-2010",NA,NA,"Nebraska",31,"Phelps",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phelps County, Nebraska",45221,"Phelps County, Nebraska",3849
"G3101390","2006-2010",NA,NA,"Nebraska",31,"Pierce",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pierce County, Nebraska",48318,"Pierce County, Nebraska",3297
"G3101410","2006-2010",NA,NA,"Nebraska",31,"Platte",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platte County, Nebraska",49523,"Platte County, Nebraska",1944
"G3101430","2006-2010",NA,NA,"Nebraska",31,"Polk",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polk County, Nebraska",48444,"Polk County, Nebraska",3403
"G3101450","2006-2010",NA,NA,"Nebraska",31,"Red Willow",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Willow County, Nebraska",41927,"Red Willow County, Nebraska",2742
"G3101470","2006-2010",NA,NA,"Nebraska",31,"Richardson",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richardson County, Nebraska",35165,"Richardson County, Nebraska",3700
"G3101490","2006-2010",NA,NA,"Nebraska",31,"Rock",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rock County, Nebraska",39159,"Rock County, Nebraska",3164
"G3101510","2006-2010",NA,NA,"Nebraska",31,"Saline",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saline County, Nebraska",45469,"Saline County, Nebraska",3984
"G3101530","2006-2010",NA,NA,"Nebraska",31,"Sarpy",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarpy County, Nebraska",68280,"Sarpy County, Nebraska",1300
"G3101550","2006-2010",NA,NA,"Nebraska",31,"Saunders",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders County, Nebraska",57699,"Saunders County, Nebraska",2183
"G3101570","2006-2010",NA,NA,"Nebraska",31,"Scotts Bluff",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scotts Bluff County, Nebraska",39004,"Scotts Bluff County, Nebraska",1737
"G3101590","2006-2010",NA,NA,"Nebraska",31,"Seward",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seward County, Nebraska",55877,"Seward County, Nebraska",2430
"G3101610","2006-2010",NA,NA,"Nebraska",31,"Sheridan",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheridan County, Nebraska",33608,"Sheridan County, Nebraska",2770
"G3101630","2006-2010",NA,NA,"Nebraska",31,"Sherman",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sherman County, Nebraska",38631,"Sherman County, Nebraska",4189
"G3101650","2006-2010",NA,NA,"Nebraska",31,"Sioux",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sioux County, Nebraska",42386,"Sioux County, Nebraska",4603
"G3101670","2006-2010",NA,NA,"Nebraska",31,"Stanton",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanton County, Nebraska",47713,"Stanton County, Nebraska",2404
"G3101690","2006-2010",NA,NA,"Nebraska",31,"Thayer",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thayer County, Nebraska",39159,"Thayer County, Nebraska",3481
"G3101710","2006-2010",NA,NA,"Nebraska",31,"Thomas",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas County, Nebraska",48250,"Thomas County, Nebraska",6552
"G3101730","2006-2010",NA,NA,"Nebraska",31,"Thurston",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thurston County, Nebraska",39048,"Thurston County, Nebraska",3613
"G3101750","2006-2010",NA,NA,"Nebraska",31,"Valley",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valley County, Nebraska",38588,"Valley County, Nebraska",4173
"G3101770","2006-2010",NA,NA,"Nebraska",31,"Washington",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington County, Nebraska",61940,"Washington County, Nebraska",1975
"G3101790","2006-2010",NA,NA,"Nebraska",31,"Wayne",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wayne County, Nebraska",45000,"Wayne County, Nebraska",5079
"G3101810","2006-2010",NA,NA,"Nebraska",31,"Webster",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Webster County, Nebraska",38015,"Webster County, Nebraska",3202
"G3101830","2006-2010",NA,NA,"Nebraska",31,"Wheeler",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler County, Nebraska",37222,"Wheeler County, Nebraska",5073
"G3101850","2006-2010",NA,NA,"Nebraska",31,"York",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"York County, Nebraska",47689,"York County, Nebraska",4464
"G3200010","2006-2010",NA,NA,"Nevada",32,"Churchill",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Churchill County, Nevada",51597,"Churchill County, Nevada",2574
"G3200030","2006-2010",NA,NA,"Nevada",32,"Clark",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clark County, Nevada",56258,"Clark County, Nevada",505
"G3200050","2006-2010",NA,NA,"Nevada",32,"Douglas",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Douglas County, Nevada",60721,"Douglas County, Nevada",3753
"G3200070","2006-2010",NA,NA,"Nevada",32,"Elko",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elko County, Nevada",67038,"Elko County, Nevada",1945
"G3200090","2006-2010",NA,NA,"Nevada",32,"Esmeralda",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Esmeralda County, Nevada",39712,"Esmeralda County, Nevada",16239
"G3200110","2006-2010",NA,NA,"Nevada",32,"Eureka",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eureka County, Nevada",61400,"Eureka County, Nevada",6219
"G3200130","2006-2010",NA,NA,"Nevada",32,"Humboldt",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Humboldt County, Nevada",55656,"Humboldt County, Nevada",5934
"G3200150","2006-2010",NA,NA,"Nevada",32,"Lander",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lander County, Nevada",66525,"Lander County, Nevada",5154
"G3200170","2006-2010",NA,NA,"Nevada",32,"Lincoln",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lincoln County, Nevada",44695,"Lincoln County, Nevada",5821
"G3200190","2006-2010",NA,NA,"Nevada",32,"Lyon",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lyon County, Nevada",48433,"Lyon County, Nevada",2090
"G3200210","2006-2010",NA,NA,"Nevada",32,"Mineral",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral County, Nevada",35446,"Mineral County, Nevada",7078
"G3200230","2006-2010",NA,NA,"Nevada",32,"Nye",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nye County, Nevada",41181,"Nye County, Nevada",2191
"G3200270","2006-2010",NA,NA,"Nevada",32,"Pershing",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pershing County, Nevada",56491,"Pershing County, Nevada",6874
"G3200290","2006-2010",NA,NA,"Nevada",32,"Storey",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Storey County, Nevada",61525,"Storey County, Nevada",7576
"G3200310","2006-2010",NA,NA,"Nevada",32,"Washoe",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washoe County, Nevada",55658,"Washoe County, Nevada",765
"G3200330","2006-2010",NA,NA,"Nevada",32,"White Pine",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White Pine County, Nevada",48545,"White Pine County, Nevada",2865
"G3205100","2006-2010",NA,NA,"Nevada",32,"Carson",510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carson City, Nevada",52067,"Carson City, Nevada",2926
"G3300010","2006-2010",NA,NA,"New Hampshire",33,"Belknap",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belknap County, New Hampshire",54929,"Belknap County, New Hampshire",2371
"G3300030","2006-2010",NA,NA,"New Hampshire",33,"Carroll",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carroll County, New Hampshire",49897,"Carroll County, New Hampshire",2093
"G3300050","2006-2010",NA,NA,"New Hampshire",33,"Cheshire",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheshire County, New Hampshire",53828,"Cheshire County, New Hampshire",1432
"G3300070","2006-2010",NA,NA,"New Hampshire",33,"Coos",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coos County, New Hampshire",41534,"Coos County, New Hampshire",1501
"G3300090","2006-2010",NA,NA,"New Hampshire",33,"Grafton",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grafton County, New Hampshire",53075,"Grafton County, New Hampshire",1490
"G3300110","2006-2010",NA,NA,"New Hampshire",33,"Hillsborough",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hillsborough County, New Hampshire",69321,"Hillsborough County, New Hampshire",928
"G3300130","2006-2010",NA,NA,"New Hampshire",33,"Merrimack",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merrimack County, New Hampshire",63012,"Merrimack County, New Hampshire",1363
"G3300150","2006-2010",NA,NA,"New Hampshire",33,"Rockingham",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockingham County, New Hampshire",75825,"Rockingham County, New Hampshire",1263
"G3300170","2006-2010",NA,NA,"New Hampshire",33,"Strafford",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strafford County, New Hampshire",57809,"Strafford County, New Hampshire",1695
"G3300190","2006-2010",NA,NA,"New Hampshire",33,"Sullivan",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sullivan County, New Hampshire",50689,"Sullivan County, New Hampshire",2193
"G3400010","2006-2010",NA,NA,"New Jersey",34,"Atlantic",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic County, New Jersey",54766,"Atlantic County, New Jersey",1130
"G3400030","2006-2010",NA,NA,"New Jersey",34,"Bergen",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bergen County, New Jersey",81708,"Bergen County, New Jersey",875
"G3400050","2006-2010",NA,NA,"New Jersey",34,"Burlington",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burlington County, New Jersey",76258,"Burlington County, New Jersey",858
"G3400070","2006-2010",NA,NA,"New Jersey",34,"Camden",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Camden County, New Jersey",60976,"Camden County, New Jersey",849
"G3400090","2006-2010",NA,NA,"New Jersey",34,"Cape May",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cape May County, New Jersey",54292,"Cape May County, New Jersey",1444
"G3400110","2006-2010",NA,NA,"New Jersey",34,"Cumberland",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cumberland County, New Jersey",50651,"Cumberland County, New Jersey",1423
"G3400130","2006-2010",NA,NA,"New Jersey",34,"Essex",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Essex County, New Jersey",55125,"Essex County, New Jersey",864
"G3400150","2006-2010",NA,NA,"New Jersey",34,"Gloucester",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gloucester County, New Jersey",72664,"Gloucester County, New Jersey",1519
