"GISJOIN","YEAR","REGIONA","DIVISIONA","STATE","STATEA","COUNTY","COUNTYA","COUSUBA","PLACEA","TRACTA","BLKGRPA","CONCITA","AIANHHA","RES_ONLYA","TRUSTA","AITSCEA","ANRCA","CBSAA","CSAA","METDIVA","NECTAA","CNECTAA","NECTADIVA","UAA","CDCURRA","SLDUA","SLDLA","SUBMCDA","SDELMA","SDSECA","SDUNIA","PUMA5A","BTTRA","BTBGA","NAME_E","JOIE001","NAME_M","JOIM001"
"G1301310","2006-2010",NA,NA,"Georgia",13,"Grady",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grady County, Georgia",32247,"Grady County, Georgia",2614
"G1301330","2006-2010",NA,NA,"Georgia",13,"Greene",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greene County, Georgia",38513,"Greene County, Georgia",3977
"G1301350","2006-2010",NA,NA,"Georgia",13,"Gwinnett",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gwinnett County, Georgia",63219,"Gwinnett County, Georgia",736
"G1301370","2006-2010",NA,NA,"Georgia",13,"Habersham",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habersham County, Georgia",40192,"Habersham County, Georgia",2390
"G1301390","2006-2010",NA,NA,"Georgia",13,"Hall",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hall County, Georgia",50876,"Hall County, Georgia",1401
"G1301410","2006-2010",NA,NA,"Georgia",13,"Hancock",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hancock County, Georgia",22283,"Hancock County, Georgia",2218
"G1301430","2006-2010",NA,NA,"Georgia",13,"Haralson",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haralson County, Georgia",38996,"Haralson County, Georgia",3072
"G1301450","2006-2010",NA,NA,"Georgia",13,"Harris",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris County, Georgia",67018,"Harris County, Georgia",3187
"G1301470","2006-2010",NA,NA,"Georgia",13,"Hart",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hart County, Georgia",36109,"Hart County, Georgia",3204
"G1301490","2006-2010",NA,NA,"Georgia",13,"Heard",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heard County, Georgia",42685,"Heard County, Georgia",2986
"G1301510","2006-2010",NA,NA,"Georgia",13,"Henry",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henry County, Georgia",63923,"Henry County, Georgia",1092
"G1301530","2006-2010",NA,NA,"Georgia",13,"Houston",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houston County, Georgia",55098,"Houston County, Georgia",1813
"G1301550","2006-2010",NA,NA,"Georgia",13,"Irwin",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irwin County, Georgia",38376,"Irwin County, Georgia",5322
"G1301570","2006-2010",NA,NA,"Georgia",13,"Jackson",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson County, Georgia",51506,"Jackson County, Georgia",2141
"G1301590","2006-2010",NA,NA,"Georgia",13,"Jasper",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jasper County, Georgia",42081,"Jasper County, Georgia",3479
"G1301610","2006-2010",NA,NA,"Georgia",13,"Jeff Davis",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeff Davis County, Georgia",32928,"Jeff Davis County, Georgia",2978
"G1301630","2006-2010",NA,NA,"Georgia",13,"Jefferson",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jefferson County, Georgia",29268,"Jefferson County, Georgia",2694
"G1301650","2006-2010",NA,NA,"Georgia",13,"Jenkins",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jenkins County, Georgia",27686,"Jenkins County, Georgia",5820
"G1301670","2006-2010",NA,NA,"Georgia",13,"Johnson",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnson County, Georgia",27607,"Johnson County, Georgia",3032
"G1301690","2006-2010",NA,NA,"Georgia",13,"Jones",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones County, Georgia",50717,"Jones County, Georgia",3662
"G1301710","2006-2010",NA,NA,"Georgia",13,"Lamar",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lamar County, Georgia",37536,"Lamar County, Georgia",3375
"G1301730","2006-2010",NA,NA,"Georgia",13,"Lanier",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lanier County, Georgia",37522,"Lanier County, Georgia",8566
"G1301750","2006-2010",NA,NA,"Georgia",13,"Laurens",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laurens County, Georgia",38280,"Laurens County, Georgia",1734
"G1301770","2006-2010",NA,NA,"Georgia",13,"Lee",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lee County, Georgia",59811,"Lee County, Georgia",2881
"G1301790","2006-2010",NA,NA,"Georgia",13,"Liberty",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberty County, Georgia",42674,"Liberty County, Georgia",1815
"G1301810","2006-2010",NA,NA,"Georgia",13,"Lincoln",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lincoln County, Georgia",36399,"Lincoln County, Georgia",3177
"G1301830","2006-2010",NA,NA,"Georgia",13,"Long",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Long County, Georgia",41186,"Long County, Georgia",6967
"G1301850","2006-2010",NA,NA,"Georgia",13,"Lowndes",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowndes County, Georgia",39096,"Lowndes County, Georgia",1364
"G1301870","2006-2010",NA,NA,"Georgia",13,"Lumpkin",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumpkin County, Georgia",43394,"Lumpkin County, Georgia",3798
"G1301890","2006-2010",NA,NA,"Georgia",13,"McDuffie",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McDuffie County, Georgia",35414,"McDuffie County, Georgia",2416
"G1301910","2006-2010",NA,NA,"Georgia",13,"McIntosh",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McIntosh County, Georgia",39075,"McIntosh County, Georgia",4959
"G1301930","2006-2010",NA,NA,"Georgia",13,"Macon",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macon County, Georgia",27950,"Macon County, Georgia",3003
"G1301950","2006-2010",NA,NA,"Georgia",13,"Madison",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madison County, Georgia",41343,"Madison County, Georgia",2230
"G1301970","2006-2010",NA,NA,"Georgia",13,"Marion",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marion County, Georgia",31581,"Marion County, Georgia",5583
"G1301990","2006-2010",NA,NA,"Georgia",13,"Meriwether",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meriwether County, Georgia",37845,"Meriwether County, Georgia",3105
"G1302010","2006-2010",NA,NA,"Georgia",13,"Miller",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miller County, Georgia",33196,"Miller County, Georgia",3369
"G1302050","2006-2010",NA,NA,"Georgia",13,"Mitchell",205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitchell County, Georgia",36198,"Mitchell County, Georgia",3353
"G1302070","2006-2010",NA,NA,"Georgia",13,"Monroe",207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monroe County, Georgia",48297,"Monroe County, Georgia",5630
"G1302090","2006-2010",NA,NA,"Georgia",13,"Montgomery",209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montgomery County, Georgia",35182,"Montgomery County, Georgia",5183
"G1302110","2006-2010",NA,NA,"Georgia",13,"Morgan",211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morgan County, Georgia",45817,"Morgan County, Georgia",3828
"G1302130","2006-2010",NA,NA,"Georgia",13,"Murray",213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murray County, Georgia",38226,"Murray County, Georgia",2565
"G1302150","2006-2010",NA,NA,"Georgia",13,"Muscogee",215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muscogee County, Georgia",41331,"Muscogee County, Georgia",965
"G1302170","2006-2010",NA,NA,"Georgia",13,"Newton",217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Newton County, Georgia",52361,"Newton County, Georgia",1731
"G1302190","2006-2010",NA,NA,"Georgia",13,"Oconee",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oconee County, Georgia",74352,"Oconee County, Georgia",3075
"G1302210","2006-2010",NA,NA,"Georgia",13,"Oglethorpe",221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oglethorpe County, Georgia",39319,"Oglethorpe County, Georgia",4759
"G1302230","2006-2010",NA,NA,"Georgia",13,"Paulding",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulding County, Georgia",62348,"Paulding County, Georgia",1788
"G1302250","2006-2010",NA,NA,"Georgia",13,"Peach",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peach County, Georgia",41014,"Peach County, Georgia",4270
"G1302270","2006-2010",NA,NA,"Georgia",13,"Pickens",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pickens County, Georgia",49945,"Pickens County, Georgia",2564
"G1302290","2006-2010",NA,NA,"Georgia",13,"Pierce",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pierce County, Georgia",37062,"Pierce County, Georgia",4103
"G1302310","2006-2010",NA,NA,"Georgia",13,"Pike",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pike County, Georgia",53213,"Pike County, Georgia",4661
"G1302330","2006-2010",NA,NA,"Georgia",13,"Polk",233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polk County, Georgia",38646,"Polk County, Georgia",1820
"G1302350","2006-2010",NA,NA,"Georgia",13,"Pulaski",235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulaski County, Georgia",36262,"Pulaski County, Georgia",7333
"G1302370","2006-2010",NA,NA,"Georgia",13,"Putnam",237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putnam County, Georgia",41529,"Putnam County, Georgia",2735
"G1302390","2006-2010",NA,NA,"Georgia",13,"Quitman",239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quitman County, Georgia",28912,"Quitman County, Georgia",6911
"G1302410","2006-2010",NA,NA,"Georgia",13,"Rabun",241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rabun County, Georgia",34406,"Rabun County, Georgia",2699
"G1302430","2006-2010",NA,NA,"Georgia",13,"Randolph",243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Randolph County, Georgia",26194,"Randolph County, Georgia",4622
"G1302450","2006-2010",NA,NA,"Georgia",13,"Richmond",245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richmond County, Georgia",37882,"Richmond County, Georgia",982
