"","GEOID","NAME","variable","value"
"1362","20027","Clay County, Kansas","P002001",8535
"1363","20025","Clark County, Kansas","P002001",2215
"1364","20029","Cloud County, Kansas","P002001",9533
"1365","20019","Chautauqua County, Kansas","P002001",3669
"1366","20021","Cherokee County, Kansas","P002001",21603
"1367","20023","Cheyenne County, Kansas","P002001",2726
"1368","20031","Coffey County, Kansas","P002001",8601
"1369","20033","Comanche County, Kansas","P002001",1891
"1370","20035","Cowley County, Kansas","P002001",36311
"1371","20037","Crawford County, Kansas","P002001",39134
"1372","20039","Decatur County, Kansas","P002001",2961
"1373","20041","Dickinson County, Kansas","P002001",19754
"1374","20043","Doniphan County, Kansas","P002001",7945
"1375","20047","Edwards County, Kansas","P002001",3037
"1376","20049","Elk County, Kansas","P002001",2882
"1377","20063","Gove County, Kansas","P002001",2695
"1378","20053","Ellsworth County, Kansas","P002001",6497
"1379","20055","Finney County, Kansas","P002001",36776
"1380","20057","Ford County, Kansas","P002001",33848
"1381","20059","Franklin County, Kansas","P002001",25992
"1382","20061","Geary County, Kansas","P002001",34362
"1383","20045","Douglas County, Kansas","P002001",110826
"1384","20085","Jackson County, Kansas","P002001",13462
"1385","20065","Graham County, Kansas","P002001",2597
"1386","20067","Grant County, Kansas","P002001",7829
"1387","20069","Gray County, Kansas","P002001",6006
"1388","20071","Greeley County, Kansas","P002001",1247
"1389","20073","Greenwood County, Kansas","P002001",6689
"1390","20075","Hamilton County, Kansas","P002001",2690
"1391","20077","Harper County, Kansas","P002001",6034
"1392","20079","Harvey County, Kansas","P002001",34684
"1393","20087","Jefferson County, Kansas","P002001",19126
"1394","20081","Haskell County, Kansas","P002001",4256
"1395","20083","Hodgeman County, Kansas","P002001",1916
"1396","20089","Jewell County, Kansas","P002001",3077
"1397","20091","Johnson County, Kansas","P002001",544179
"1398","20107","Linn County, Kansas","P002001",9656
"1399","20093","Kearny County, Kansas","P002001",3977
"1400","20095","Kingman County, Kansas","P002001",7858
"1401","20097","Kiowa County, Kansas","P002001",2553
"1402","20099","Labette County, Kansas","P002001",21607
"1403","20101","Lane County, Kansas","P002001",1750
"1404","20103","Leavenworth County, Kansas","P002001",76227
"1405","20105","Lincoln County, Kansas","P002001",3241
"1406","20119","Meade County, Kansas","P002001",4575
"1407","20109","Logan County, Kansas","P002001",2756
"1408","20111","Lyon County, Kansas","P002001",33690
"1409","20113","McPherson County, Kansas","P002001",29180
"1410","20115","Marion County, Kansas","P002001",12660
"1411","20117","Marshall County, Kansas","P002001",10117
"1412","39055","Geauga County, Ohio","P002001",93389
"1413","39083","Knox County, Ohio","P002001",60921
"1414","20127","Morris County, Kansas","P002001",5923
"1415","20121","Miami County, Kansas","P002001",32787
"1416","39057","Greene County, Ohio","P002001",161573
"1417","39059","Guernsey County, Ohio","P002001",40087
"1418","39061","Hamilton County, Ohio","P002001",802374
"1419","39063","Hancock County, Ohio","P002001",74782
"1420","39065","Hardin County, Ohio","P002001",32058
"1421","39067","Harrison County, Ohio","P002001",15864
"1422","39069","Henry County, Ohio","P002001",28215
"1423","39071","Highland County, Ohio","P002001",43589
"1424","39073","Hocking County, Ohio","P002001",29380
"1425","39075","Holmes County, Ohio","P002001",42366
"1426","39077","Huron County, Ohio","P002001",59626
"1427","39079","Jackson County, Ohio","P002001",33225
"1428","40061","Haskell County, Oklahoma","P002001",12769
"1429","40063","Hughes County, Oklahoma","P002001",14003
"1430","40065","Jackson County, Oklahoma","P002001",26446
"1431","40067","Jefferson County, Oklahoma","P002001",6472
"1432","40069","Johnston County, Oklahoma","P002001",10957
"1433","40071","Kay County, Oklahoma","P002001",46562
"1434","40073","Kingfisher County, Oklahoma","P002001",15034
"1435","40087","McClain County, Oklahoma","P002001",34506
"1436","40083","Logan County, Oklahoma","P002001",41848
"1437","40085","Love County, Oklahoma","P002001",9423
"1438","40077","Latimer County, Oklahoma","P002001",11154
"1439","40079","Le Flore County, Oklahoma","P002001",50384
"1440","40081","Lincoln County, Oklahoma","P002001",34273
"1441","48439","Tarrant County, Texas","P002001",1809034
"1442","48441","Taylor County, Texas","P002001",131506
"1443","48451","Tom Green County, Texas","P002001",110224
"1444","40089","McCurtain County, Oklahoma","P002001",33151
"1445","40091","McIntosh County, Oklahoma","P002001",20252
"1446","40093","Major County, Oklahoma","P002001",7527
"1447","40095","Marshall County, Oklahoma","P002001",15840
"1448","40097","Mayes County, Oklahoma","P002001",41259
"1449","40099","Murray County, Oklahoma","P002001",13488
"1450","40101","Muskogee County, Oklahoma","P002001",70990
"1451","48443","Terrell County, Texas","P002001",984
"1452","48445","Terry County, Texas","P002001",12651
"1453","48447","Throckmorton County, Texas","P002001",1641
"1454","48449","Titus County, Texas","P002001",32334
"1455","48463","Uvalde County, Texas","P002001",26405
"1456","48453","Travis County, Texas","P002001",1024266
"1457","48455","Trinity County, Texas","P002001",14585
"1458","48457","Tyler County, Texas","P002001",21766
"1459","48459","Upshur County, Texas","P002001",39309
"1460","48461","Upton County, Texas","P002001",3355
"1461","48479","Webb County, Texas","P002001",250304
"1462","48465","Val Verde County, Texas","P002001",48879
"1463","48467","Van Zandt County, Texas","P002001",52579
"1464","48469","Victoria County, Texas","P002001",86793
"1465","48471","Walker County, Texas","P002001",67861
"1466","48473","Waller County, Texas","P002001",43205
"1467","48475","Ward County, Texas","P002001",10658
"1468","48477","Washington County, Texas","P002001",33718
"1469","48491","Williamson County, Texas","P002001",422679
"1470","48487","Wilbarger County, Texas","P002001",13535
"1471","48489","Willacy County, Texas","P002001",22134
"1472","48481","Wharton County, Texas","P002001",41280
"1473","48483","Wheeler County, Texas","P002001",5410
"1474","48485","Wichita County, Texas","P002001",131500
"1475","48503","Young County, Texas","P002001",18550
"1476","48493","Wilson County, Texas","P002001",42918
"1477","48495","Winkler County, Texas","P002001",7110
"1478","48497","Wise County, Texas","P002001",59127
"1479","48499","Wood County, Texas","P002001",41964
"1480","48501","Yoakum County, Texas","P002001",7879
"1481","48505","Zapata County, Texas","P002001",14018
"1482","48507","Zavala County, Texas","P002001",11677
"1483","49001","Beaver County, Utah","P002001",6629
"1484","49003","Box Elder County, Utah","P002001",49975
"1485","49007","Carbon County, Utah","P002001",21403
"1486","49009","Daggett County, Utah","P002001",1059
"1487","49023","Juab County, Utah","P002001",10246
"1488","49011","Davis County, Utah","P002001",306479
"1489","49005","Cache County, Utah","P002001",112656
"1490","49013","Duchesne County, Utah","P002001",18607
"1491","49015","Emery County, Utah","P002001",10976
"1492","49017","Garfield County, Utah","P002001",5172
"1493","49019","Grand County, Utah","P002001",9225
"1494","49021","Iron County, Utah","P002001",46163
"1495","49039","Sanpete County, Utah","P002001",27822
"1496","49025","Kane County, Utah","P002001",7125
"1497","49027","Millard County, Utah","P002001",12503
"1498","49033","Rich County, Utah","P002001",2264
"1499","49029","Morgan County, Utah","P002001",9469
"1500","49031","Piute County, Utah","P002001",1556
"1501","49035","Salt Lake County, Utah","P002001",1029655
"1502","49037","San Juan County, Utah","P002001",14746
"1503","49041","Sevier County, Utah","P002001",20802
"1504","21139","Livingston County, Kentucky","P002001",9519
"1505","21163","Meade County, Kentucky","P002001",28602
"1506","51059","Fairfax County, Virginia","P002001",1081726
"1507","51061","Fauquier County, Virginia","P002001",65203
"1508","51063","Floyd County, Virginia","P002001",15279
"1509","51065","Fluvanna County, Virginia","P002001",25691
"1510","51067","Franklin County, Virginia","P002001",56159
"1511","51069","Frederick County, Virginia","P002001",78305
"1512","21141","Logan County, Kentucky","P002001",26835
"1513","21143","Lyon County, Kentucky","P002001",8314
"1514","21145","McCracken County, Kentucky","P002001",65565
"1515","21153","Magoffin County, Kentucky","P002001",13333
"1516","21155","Marion County, Kentucky","P002001",19820
"1517","21157","Marshall County, Kentucky","P002001",31448
"1518","21147","McCreary County, Kentucky","P002001",18306
"1519","21149","McLean County, Kentucky","P002001",9531
"1520","21151","Madison County, Kentucky","P002001",82916
"1521","21159","Martin County, Kentucky","P002001",12929
"1522","21161","Mason County, Kentucky","P002001",17490
"1523","21179","Nelson County, Kentucky","P002001",43437
"1524","21165","Menifee County, Kentucky","P002001",6306
"1525","21167","Mercer County, Kentucky","P002001",21331
"1526","21169","Metcalfe County, Kentucky","P002001",10099
"1527","21171","Monroe County, Kentucky","P002001",10963
"1528","21173","Montgomery County, Kentucky","P002001",26499
"1529","21175","Morgan County, Kentucky","P002001",13923
"1530","21177","Muhlenberg County, Kentucky","P002001",31499
"1531","21189","Owsley County, Kentucky","P002001",4755
"1532","21181","Nicholas County, Kentucky","P002001",7135
"1533","21183","Ohio County, Kentucky","P002001",23842
"1534","21185","Oldham County, Kentucky","P002001",60316
"1535","21191","Pendleton County, Kentucky","P002001",14877
"1536","21187","Owen County, Kentucky","P002001",10841
"1537","21207","Russell County, Kentucky","P002001",17565
"1538","21193","Perry County, Kentucky","P002001",28712
"1539","21195","Pike County, Kentucky","P002001",65024
"1540","21197","Powell County, Kentucky","P002001",12613
"1541","21199","Pulaski County, Kentucky","P002001",63063
"1542","21201","Robertson County, Kentucky","P002001",2282
"1543","21203","Rockcastle County, Kentucky","P002001",17056
"1544","21205","Rowan County, Kentucky","P002001",23333
"1545","21219","Todd County, Kentucky","P002001",12460
"1546","21209","Scott County, Kentucky","P002001",47173
"1547","21211","Shelby County, Kentucky","P002001",42074
"1548","21213","Simpson County, Kentucky","P002001",17327
"1549","21215","Spencer County, Kentucky","P002001",17061
"1550","21217","Taylor County, Kentucky","P002001",24512
"1551","21239","Woodford County, Kentucky","P002001",24939
"1552","21221","Trigg County, Kentucky","P002001",14339
"1553","21223","Trimble County, Kentucky","P002001",8809
"1554","21225","Union County, Kentucky","P002001",15007
"1555","21227","Warren County, Kentucky","P002001",113792
"1556","21229","Washington County, Kentucky","P002001",11717
"1557","21231","Wayne County, Kentucky","P002001",20813
"1558","21233","Webster County, Kentucky","P002001",13621
"1559","21235","Whitley County, Kentucky","P002001",35637
"1560","22001","Acadia Parish, Louisiana","P002001",61773
"1561","21237","Wolfe County, Kentucky","P002001",7355
"1562","41061","Union County, Oregon","P002001",25748
"1563","41063","Wallowa County, Oregon","P002001",7008
"1564","42007","Beaver County, Pennsylvania","P002001",170539
"1565","22007","Assumption Parish, Louisiana","P002001",23421
"1566","22003","Allen Parish, Louisiana","P002001",25764
"1567","22005","Ascension Parish, Louisiana","P002001",107215
"1568","22011","Beauregard Parish, Louisiana","P002001",35654
"1569","41065","Wasco County, Oregon","P002001",25213
"1570","41067","Washington County, Oregon","P002001",529710
"1571","41069","Wheeler County, Oregon","P002001",1441
"1572","41071","Yamhill County, Oregon","P002001",99193
"1573","42001","Adams County, Pennsylvania","P002001",101407
"1574","21023","Bracken County, Kentucky","P002001",8488
"1575","21037","Campbell County, Kentucky","P002001",90336
"1576","21029","Bullitt County, Kentucky","P002001",74319
"1577","21031","Butler County, Kentucky","P002001",12690
"1578","21033","Caldwell County, Kentucky","P002001",12984
"1579","21039","Carlisle County, Kentucky","P002001",5104
"1580","21035","Calloway County, Kentucky","P002001",37191
"1581","21055","Crittenden County, Kentucky","P002001",9315
"1582","21041","Carroll County, Kentucky","P002001",10811
"1583","21043","Carter County, Kentucky","P002001",27720
"1584","21045","Casey County, Kentucky","P002001",15955
"1585","21047","Christian County, Kentucky","P002001",73955
"1586","21049","Clark County, Kentucky","P002001",35613
"1587","21051","Clay County, Kentucky","P002001",21730
"1588","21053","Clinton County, Kentucky","P002001",10272
"1589","21067","Fayette County, Kentucky","P002001",295803
"1590","21057","Cumberland County, Kentucky","P002001",6856
"1591","21059","Daviess County, Kentucky","P002001",96656
"1592","21061","Edmonson County, Kentucky","P002001",12161
"1593","21063","Elliott County, Kentucky","P002001",7852
"1594","21065","Estill County, Kentucky","P002001",14672
"1595","21083","Graves County, Kentucky","P002001",37121
"1596","21069","Fleming County, Kentucky","P002001",14348
"1597","21071","Floyd County, Kentucky","P002001",39451
